number;ScientificName_accepted;REFERENCE;SITE;YEAR;LONGITUDE;LATITUDE
1820;Codium fragile subsp. fragile;Silva 1955;Kimmeridge Ledges;1955;-2.13647;50.60574
1844;Codium fragile subsp. fragile;London museum;Chapman's pool;1960;-2.07308;50.59608
1864;Codium fragile subsp. fragile;London museum;Fort National St Malo;1970;-2.0312;48.65723
1921;Codium fragile subsp. fragile;London museum;Herquemoulin;1980;-1.89644;49.66785
2077;Codium fragile subsp. fragile;Verlaque et al 2006;Arcachon;1957;-1.19147;44.71617
2116;Codium fragile subsp. fragile;Sauvageau 1906;Arcachon;1906;-1.11978;44.7317
2122;Codium fragile subsp. fragile;London museum;Bembridge;1966;-1.07821;50.68944
2124;Codium fragile subsp. fragile;London museum;Bressay;1973;-1.06882;60.12614
2157;Codium fragile subsp. fragile;London museum;Pagham Harbour;1967;-0.76537;50.76823
2163;Codium fragile subsp. fragile;Silva 1955;Elmer sands_drift;1954;-0.65561;50.78926
2184;Codium fragile subsp. fragile;Ould-Ahmed 1994;Arzew;1989;-0.29443;35.85462
2191;Codium fragile subsp. fragile;London museum;Rottingdean;1967;-0.09182;50.81348
2219;Codium fragile subsp. fragile;Ballesteros Romero 1982;CF12;1982;0.79711;40.86566
2222;Codium fragile subsp. fragile;Ballesteros Romero 1982;CF34;1982;0.94975;41.00411
2298;Codium fragile subsp. fragile;Ballesteros Romero 1982;DG60;1981;2.62533;41.5934
2308;Codium fragile subsp. fragile;Ballesteros Romero 1982;DG81;1982;2.79218;41.66085
2318;Codium fragile subsp. fragile;Ballesteros Romero 1982;DG91;1981;2.94057;41.71595
2323;Codium fragile subsp. fragile;Ballesteros Romero 1982;DG92;1982;2.97238;41.74094
2365;Codium fragile subsp. fragile;Feldmann 1956;Banyuls marine station;1950;3.13037;42.48834
2387;Codium fragile subsp. fragile;Ballesteros Romero 1982;EG18;1982;3.18978;42.36019
2393;Codium fragile subsp. fragile;Ballesteros Romero 1982;EG15;1982;3.20171;42.05379
2399;Codium fragile subsp. fragile;Ballesteros Romero 1982;EG14;1982;3.21316;41.98128
2410;Codium fragile subsp. fragile;Ballesteros Romero 1982;EG27;1982;3.27422;42.25988
2413;Codium fragile subsp. fragile;Ballesteros Romero 1982;EG28;1982;3.28185;42.34766
2415;Codium fragile subsp. fragile;London museum;Cadaques;1954;3.28549;42.29675
2430;Codium fragile subsp. fragile;Ben Maiz 1986;Thau Parc B;1985;3.56837;43.39964
2466;Codium fragile subsp. fragile;Ben Maiz 1986;Thau Parc A;1984;3.62961;43.43811
2538;Codium fragile subsp. fragile;ALIENS data;Zierikzee;2002;3.89235;51.63981
2554;Codium fragile subsp. fragile;London museum;Zuid Beveland;1980;3.92396;51.54921
2557;Codium fragile subsp. fragile;London museum;Sas van Goes;1975;3.93372;51.54241
2562;Codium fragile subsp. fragile;London museum;Zuid Beveland;1980;3.94243;51.53717
2571;Codium fragile subsp. fragile;ALIENS data;Grevelinge Bommenede;2002;3.98546;51.73008
2594;Codium fragile subsp. fragile;ALIENS data;Grevelingen Bruinisse;2002;4.10923;51.66308
2608;Codium fragile subsp. fragile;Le Diouron PhD, unp. Data;Plouzan�;2013;-4.5586;48.3543
2615;Codium fragile subsp. fragile;Stiger-Pouvreau, unpublished data;Plouzan�;2013;-4.6184;48.3388
2619;Codium fragile subsp. fragile;Stiger-Pouvreau, unpublished data;Porspoder;2013;-4.7719;48.4807
2620;Codium fragile subsp. fragile;Le Diouron PhD, unp. Data;Le Conquet;2013;-4.7794;48.3514
2638;Codium fragile subsp. fragile;Van Goor 1923;Huisduinen;1900;4.72383;52.95853
2639;Codium fragile subsp. fragile;Amsterdam_Herbarium;Den_Helder;1909;4.77039;52.96753
2651;Codium fragile subsp. fragile;V. Husa;Batalden;2003;4.816666667;61.63333333
2656;Codium fragile subsp. fragile;Harald Vik-Mo;Byrknes;2011;4.828942;60.904712
2659;Codium fragile subsp. fragile;V. Husa;T�rnholmen;2004;4.833333333;61.06666667
2672;Codium fragile subsp. fragile;T.E. Lein;Reksta;1997;4.85;61.57
2673;Codium fragile subsp. fragile;M. Kruskoph;Reksta;1997;4.85;61.57
2674;Codium fragile subsp. fragile;R. Nielsen, K. Gunnarsson;Reksta;1997;4.85;61.57
2675;Codium fragile subsp. fragile;M. Kruskoph;Reksta;1997;4.85;61.57
2680;Codium fragile subsp. fragile;Atle Grimsby;Utsira;2013;4.883377;59.306709
2682;Codium fragile subsp. fragile;Atle Grimsby;Sm�v�gane;2012;4.888452;59.315748
2684;Codium fragile subsp. fragile;Torborg Berge;Sm�v�gane;2012;4.889177;59.31528
2689;Codium fragile subsp. fragile;Silva 1957;Solund;1948;4.91617;61.09301
2691;Codium fragile subsp. fragile;Harald Vik-Mo;Ormhelleren;2011;4.922334;60.494245
2694;Codium fragile subsp. fragile;H. Nielsen;Herdla;1973;4.93;60.57
2695;Codium fragile subsp. fragile;Reidun Myking;Hjelmo - B�sholmen;2013;4.931492;60.428733
2696;Codium fragile subsp. fragile;V. Husa;Nekk�ya;2003;4.933333333;61.56666667
2704;Codium fragile subsp. fragile;Arnor Gullanger;Vardetangen kai;2013;4.950457;60.803416
2705;Codium fragile subsp. fragile;Silva 1957;Herdla;1932;4.95178;60.58108
2706;Codium fragile subsp. fragile;Silva 1957;Sund;1950;4.96158;61.52395
2719;Codium fragile subsp. fragile;K. Gunnarsson;V�gane;1997;4.97;61.77999
2720;Codium fragile subsp. fragile;K. Gunnarsson;N�r�y;1997;4.97;61.61999
2722;Codium fragile subsp. fragile;K. Sj�tun;Fonnes;2010;4.97755;60.80743333
2723;Codium fragile subsp. fragile;V. Husa;Telav�g;2010;4.98335;60.2556
2725;Codium fragile subsp. fragile;Silva 1957;Gulen;1948;4.98812;60.94346
2727;Codium fragile subsp. fragile;Silva 1957;Gulen;1948;4.99354;60.94227
2728;Codium fragile subsp. fragile;Silva 1957;Movik;1934;4.99488;60.32865
2737;Codium fragile subsp. fragile;Silva 1957;Kinn;1948;5.01018;61.57761
2738;Codium fragile subsp. fragile;Silva 1957;Kinn;1948;5.01018;61.57761
2739;Codium fragile subsp. fragile;Silva 1957;Kinn;1948;5.01352;61.57594
2740;Codium fragile subsp. fragile;Silva 1957;Krakesund;1948;5.02913;61.14343
2748;Codium fragile subsp. fragile;V. Husa;Glesv�r;2010;5.041916667;60.20313333
2751;Codium fragile subsp. fragile;Silva 1957;Askvoll;1950;5.05847;61.34314
2753;Codium fragile subsp. fragile;Silva 1957;Davik;1948;5.06457;61.76075
2754;Codium fragile subsp. fragile;Silva 1957;Askvoll;1950;5.06746;61.34199
2755;Codium fragile subsp. fragile;Silva 1957;Askvoll;1950;5.06746;61.34199
2762;Codium fragile subsp. fragile;V. Husa;Bild�y;2010;5.1138;60.34256667
2767;Codium fragile subsp. fragile;Silva 1957;Hummelsund;1949;5.14183;60.1781
2768;Codium fragile subsp. fragile;Silva 1957;Austevoll;1949;5.15039;60.09747
2770;Codium fragile subsp. fragile;V. Husa;Tyss�yv�gen;2010;5.1537;60.29628333
2772;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.159766667;60.14016667
2773;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.16125;60.13596667
2774;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.161516667;60.14071667
2775;Codium fragile subsp. fragile;Silva 1957;Austevoll_drift;1933;5.16166;60.09645
2779;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.1665;60.13916667
2780;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.1682;60.14005
2781;Codium fragile subsp. fragile;Silva 1957;Bomlo;1950;5.16842;59.60272
2782;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.168816667;60.14775
2784;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.169316667;60.14918333
2785;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.175466667;60.1428
2787;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.190983333;60.22855
2788;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.194633333;60.14281667
2791;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.196616667;60.22893333
2792;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.1971;60.14668333
2793;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.198383333;60.23978333
2794;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.198516667;60.23448333
2795;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.199;60.23821667
2796;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.199066667;60.14281667
2797;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.199316667;60.23668333
2799;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.2019;60.24126667
2800;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.2077;60.09186667
2801;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.207833333;60.08448333
2802;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.208083333;60.25966667
2803;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.208233333;60.07478333
2804;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.208333333;60.08301667
2806;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.2088;60.08731667
2807;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.2091;60.07546667
2808;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.209666667;60.0807
2809;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.210283333;60.07543333
2810;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.210533333;60.26001667
2811;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.2133;60.07931667
2812;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.2134;60.0889
2813;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.213616667;60.082
2814;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.214066667;60.23103333
2815;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.217233333;60.0739
2816;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.219816667;60.23341667
2817;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.221366667;60.23333333
2818;Codium fragile subsp. fragile;Caroline Armitage;;2011;5.222266667;60.24075
2826;Codium fragile subsp. fragile;V. Husa;Hjellestad;2010;5.2505;60.26273333
2828;Codium fragile subsp. fragile;E. Hegg�y;Skudeneshavn;2011;5.26005;59.1478
2835;Codium fragile subsp. fragile;V. Husa;Milde;2010;5.268816667;60.24936667
2837;Codium fragile subsp. fragile;Silva 1957;Laksevag;1948;5.28716;60.39236
2841;Codium fragile subsp. fragile;Le Diouron PhD, unp. Data;Site 2;;5.5021;59.7685
2849;Codium fragile subsp. fragile;Silva 1957;Fana;1946;5.32225;60.26548
2850;Codium fragile subsp. fragile;Silva 1957;Fana;1934;5.32863;60.26528
2855;Codium fragile subsp. fragile;K. Sj�tun;Nesv�gen;2010;5.344466667;60.6311
2873;Codium fragile subsp. fragile;Le Diouron PhD, unp. Data;Site 3;;5.6524;59.7693
2875;Codium fragile subsp. fragile;Le Diouron PhD, unp. Data;Site 4;;5.6681;59.7694
2877;Codium fragile subsp. fragile;Silva 1957;Valestrand;1950;5.42184;60.49723
2878;Codium fragile subsp. fragile;Silva 1957;Kvitsoy;1937;5.42439;59.06479
2880;Codium fragile subsp. fragile;V. Husa;Alvestad;2011;5.457283333;59.21873333
2886;Codium fragile subsp. fragile;E. Hegg�y;Os�yri;2010;5.472;60.18261667
2888;Codium fragile subsp. fragile;Silva 1957;Vage_Tysnes;1950;5.4868;60.06241
2889;Codium fragile subsp. fragile;Silva 1957;Kleppe;1929;5.50109;58.76621
2890;Codium fragile subsp. fragile;E. Hegg�y;Leirvik;2010;5.502783333;59.77855
2892;Codium fragile subsp. fragile;Silva 1957;Leirvik_Stord;1950;5.50327;59.77016
2899;Codium fragile subsp. fragile;Silva 1957;Os;1949;5.53386;60.19238
2902;Codium fragile subsp. fragile;Per Fadnes;Gunnarsvikjo;2008;5.542616;60.057513
2903;Codium fragile subsp. fragile;Silva 1957;Skjold;1950;5.54291;59.47316
2904;Codium fragile subsp. fragile;Silva 1957;Os;1933;5.54366;60.19922
2907;Codium fragile subsp. fragile;Silva 1957;Tananger;1950;5.57012;58.93127
2909;Codium fragile subsp. fragile;Silva 1957;Fusa;1949;5.59996;60.21146
2914;Codium fragile subsp. fragile;E. Hegg�y;Utstein;2011;5.607816667;59.09753333
2922;Codium fragile subsp. fragile;V. Husa;Hestneset;2011;5.628966667;58.94553333
2924;Codium fragile subsp. fragile;Silva 1957;Larsnes;1949;5.62988;62.22648
2930;Codium fragile subsp. fragile;K. Sj�tun & V. Husa;Borgund;2009;5.644833333;59.72885
2933;Codium fragile subsp. fragile;Per Fadnes;Sydningeneset;2008;5.661628;60.070683
2934;Codium fragile subsp. fragile;Silva 1957;Mosteroy;1929;5.66829;59.04192
2937;Codium fragile subsp. fragile;V. Husa;Saltnes/Breidvika;2011;5.712566667;59.00351667
2939;Codium fragile subsp. fragile;V. Husa;Skeisvika;2011;5.7325;59.00726667
2942;Codium fragile subsp. fragile;V. Husa;Sj�lyst;2011;5.740533333;58.9756
2946;Codium fragile subsp. fragile;E. Hegg�y;Paradis;2011;5.744616667;58.95906667
2950;Codium fragile subsp. fragile;V. Husa;Lundsv�gen;2011;5.754866667;59.00216667
2952;Codium fragile subsp. fragile;E. Hegg�y;�m�y aust;2011;5.758766667;59.03786667
2954;Codium fragile subsp. fragile;V. Husa;Sandvika;2011;5.764383333;58.87138333
2960;Codium fragile subsp. fragile;Silva 1957;Sirevag;1950;5.78794;58.49295
2961;Codium fragile subsp. fragile;Silva 1957;Olen;1950;5.79469;59.60831
2964;Codium fragile subsp. fragile;K. Sj�tun & V. Husa;Skorpo;2008;5.801583333;59.9384
2967;Codium fragile subsp. fragile;Silva 1957;Tau;1950;5.80942;58.96133
2969;Codium fragile subsp. fragile;Silva 1957;Ulstein;1949;5.83448;62.38885
2970;Codium fragile subsp. fragile;V. Husa;Hommers�k;2011;5.850116667;58.93186667
2973;Codium fragile subsp. fragile;Silva 1957;Vikedal;1950;5.87749;59.49531
2974;Codium fragile subsp. fragile;Silva 1957;Fister;1950;5.89532;59.09002
2985;Codium fragile subsp. fragile;V. Husa;Loddervik/Vierneset;2011;5.921333333;58.95155
3001;Codium fragile subsp. fragile;Silva 1957;Imsland;1950;5.98958;59.47466
3002;Codium fragile subsp. fragile;Silva 1957;Eigersund;1950;5.99171;58.43886
3033;Codium fragile subsp. fragile;E. Hegg�y;�rdal;2011;6.1629;59.14986667
3034;Codium fragile subsp. fragile;E. Hegg�y;Hjelmeland;2011;6.164566667;59.2337
3040;Codium fragile subsp. fragile;Silva 1957;Haram;1949;6.27917;62.62703
3042;Codium fragile subsp. fragile;Silva 1957;Sokndal;1950;6.29845;58.31626
3047;Codium fragile subsp. fragile;�sen, Per Arvid;J�ssingfjorden;1980;6.331202;58.316454
3049;Codium fragile subsp. fragile;�sen, Per Arvid;J�ssingfjorden;1980;6.33311;58.313798
3050;Codium fragile subsp. fragile;�sen, Per Arvid;J�ssingfjorden;1980;6.33311;58.313798
3051;Codium fragile subsp. fragile;�sen, Per Arvid;J�ssingfjorden;1980;6.341096;58.321153
3064;Codium fragile subsp. fragile;Silva 1957;Kirkehamn;1950;6.53741;58.22744
3070;Codium fragile subsp. fragile;�sen, Per Arvid;Hidra;1976;6.574397;58.206286
3073;Codium fragile subsp. fragile;Silva 1957;Vatne;1949;6.61781;62.56155
3074;Codium fragile subsp. fragile;Silva 1957;Lista;1950;6.61911;58.16807
3075;Codium fragile subsp. fragile;Silva 1957;Lista;1950;6.62038;58.1716
3078;Codium fragile subsp. fragile;Silva 1957;Skodje;1949;6.70615;62.49783
3079;Codium fragile subsp. fragile;�sen, Per Arvid;Havika;1974;6.728253;58.062662
3082;Codium fragile subsp. fragile;�sen, Per Arvid;Havika;1974;6.733333;58.062753
3085;Codium fragile subsp. fragile;Silva 1957;Sjoholt;1949;6.81422;62.47811
3093;Codium fragile subsp. fragile;Silva 1957;Aukra;1949;6.92854;62.80142
3095;Codium fragile subsp. fragile;Silva 1957;Spindsfjorden;1950;6.93437;58.07968
3096;Codium fragile subsp. fragile;Silva 1957;Aukra;1949;6.93794;62.80894
3099;Codium fragile subsp. fragile;�ystein Folden;Kr�kvikneset;2009;7.001899;62.651656
3101;Codium fragile subsp. fragile;�sen, Per Arvid;Gr�nsfjorden;1976;7.034452;58.043499
3108;Codium fragile subsp. fragile;Bernt K�re Knutsen;Ramslandsv�gen;2013;7.104569;58.032958
3109;Codium fragile subsp. fragile;Silva 1957;Vestnes;1949;7.1047;62.64784
3114;Codium fragile subsp. fragile;�sen, Per Arvid;B�ly;1974;7.154929;58.039912
3115;Codium fragile subsp. fragile;�sen, Per Arvid;B�ly;1988;7.154929;58.039912
3117;Codium fragile subsp. fragile;�sen, Per Arvid;Lenefjorden;1976;7.177304;58.132769
3123;Codium fragile subsp. fragile;�sen, Per Arvid;Udvaare;1975;7.213748;57.981457
3131;Codium fragile subsp. fragile;Silva 1957;Skjernoy;1930;7.30076;58.02697
3161;Codium fragile subsp. fragile;Bernt K�re Knutsen;D�rjestranda;2013;7.400059;58.0111
3198;Codium fragile subsp. fragile;Silva 1957;Harkmark;1950;7.61849;58.045
3199;Codium fragile subsp. fragile;�sen, Per Arvid;Trysfjorden;1976;7.667581;58.102004
3203;Codium fragile subsp. fragile;�sen, Per Arvid;Lastadheian;1976;7.705153;58.048493
3207;Codium fragile subsp. fragile;Silva 1957;Sogne;1950;7.76138;58.06643
3214;Codium fragile subsp. fragile;�sen, Per Arvid;�stre Brattholmen;1983;7.82128;58.062269
3215;Codium fragile subsp. fragile;�sen, Per Arvid;�stre Brattholmen;1989;7.82128;58.062269
3216;Codium fragile subsp. fragile;Silva 1957;Bratvaer;1952;7.82271;63.45905
3235;Codium fragile subsp. fragile;�sen, Per Arvid;�stre Senholmen;1975;8.031281;58.080136
3237;Codium fragile subsp. fragile;�sen, Per Arvid;Bertesbukta;1976;8.032922;58.144822
3243;Codium fragile subsp. fragile;Silva 1957;Randesund;1950;8.11298;58.10562
3244;Codium fragile subsp. fragile;Silva 1957;Randesund;1950;8.1197;58.10282
3253;Codium fragile subsp. fragile;�sen, Per Arvid;Skottevig;1974;8.237221;58.123752
3254;Codium fragile subsp. fragile;London museum;Nissum Bredning;1985;8.24018;56.63182
3258;Codium fragile subsp. fragile;Silva 1957;Bliksund;1950;8.28307;58.16396
3260;Codium fragile subsp. fragile;Silva 1957;Hovag;1950;8.30147;58.18394
3263;Codium fragile subsp. fragile;Lund 1940;Lemvig;1939;8.31132;56.55763
3269;Codium fragile subsp. fragile;Silva 1957;Lemvig;1922;8.3281;56.57568
3272;Codium fragile subsp. fragile;Silva 1957;Lemvig;1940;8.33798;56.58001
3274;Codium fragile subsp. fragile;Silva 1957;Vorupor_drift;1930;8.35354;56.9369
3276;Codium fragile subsp. fragile;London museum;Sylt;1978;8.36299;54.96932
3281;Codium fragile subsp. fragile;Silva 1957;Grasholmene;1950;8.38981;58.2212
3282;Codium fragile subsp. fragile;Cossu et al 1992;Porto Torres;1988;8.40894;40.84808
3283;Codium fragile subsp. fragile;Stiger-Pouvreau, unpublished data;Porto;2014;-8.7092;41.1887
3290;Codium fragile subsp. fragile;Cossu et al 1992;Platamona;1992;8.47322;40.82712
3296;Codium fragile subsp. fragile;Le Diouron PhD, unp. Data;Praia de Ancora;2014;-8.867;41.813
3300;Codium fragile subsp. fragile;Silva 1957;Landvik;1950;8.53007;58.33008
3301;Codium fragile subsp. fragile;Silva 1957;Oddesund;1930;8.53253;56.57877
3304;Codium fragile subsp. fragile;Lund 1940;Oddesund Nord;1930;8.54254;56.57457
3309;Codium fragile subsp. fragile;Silva 1957;Fjaere;1950;8.61911;58.35636
3319;Codium fragile subsp. fragile;Silva 1957;Thisted harbour;1930;8.69849;56.94068
3327;Codium fragile subsp. fragile;Coppejans 1979;Pointe de la Revellata;1977;8.72961;42.58138
3329;Codium fragile subsp. fragile;Silva 1957;Hitra;1949;8.73367;63.64087
3333;Codium fragile subsp. fragile;Lund 1940;Thisted harbour;1930;8.75619;56.93848
3337;Codium fragile subsp. fragile;Silva 1957;Svellingen;1949;8.80202;63.79966
3339;Codium fragile subsp. fragile;Silva 1957;Sallingsund;1920;8.83443;56.7252
3345;Codium fragile subsp. fragile;Olsen, K.M.;Bottstangen;2011;8.89379978;58.46540069
3355;Codium fragile subsp. fragile;Van Goor 1923;Logstor Bredning;1920;8.95035;56.98605
3357;Codium fragile subsp. fragile;Silva 1957;Kilsundet;1950;8.96596;58.55182
3362;Codium fragile subsp. fragile;Danielsen, Daniel;Asker�ya;1934;9.02051;58.60641
3409;Codium fragile subsp. fragile;De Casabianca et al 1973;Etang de Diane;1973;9.53781;42.13237
3418;Codium fragile subsp. fragile;Djellouli et al 2000;Bizerte Lagoon;2000;9.81324;37.20151
3431;Codium fragile subsp. fragile;Djellouli 1987;Bizerte Lagoon;1985;9.88333;37.21422
3451;Codium fragile subsp. fragile;V. Husa;Flatholmen;2006;9.99395;64.03726667
3453;Codium fragile subsp. fragile;Kjell Thowsen;Ku�ya, Rakke;2011;10.018269;58.979825
3458;Codium fragile subsp. fragile;V. Husa;Harbak;2006;10.03695;64.08353333
3483;Codium fragile subsp. fragile;Silva 1957;Tversted_drift;1935;10.19979;57.59707
3559;Codium fragile subsp. fragile;Silva 1957;Kandestederne_drift;1934;10.39571;57.67073
3575;Codium fragile subsp. fragile;Silva 1957;Kongsholmen;1950;10.43595;59.15842
3578;Codium fragile subsp. fragile;Silva 1957;Kongsholmen;1950;10.43964;59.11707
3595;Codium fragile subsp. fragile;Silva 1957;Hulsig Stene;1933;10.48803;57.64009
3607;Codium fragile subsp. fragile;Silva 1957;Syvstenen;1934;10.55453;57.46773
3608;Codium fragile subsp. fragile;Silva 1957;Syvstenen;1934;10.55675;57.4694
3612;Codium fragile subsp. fragile;Silva 1957;Hirsholmene;1919;10.57447;57.51332
3614;Codium fragile subsp. fragile;Silva 1957;Hirsholmene;1929;10.57675;57.51502
3615;Codium fragile subsp. fragile;Silva 1957;Holmehavn's reef;1928;10.58017;57.50363
3616;Codium fragile subsp. fragile;Silva 1957;Hirsholmene;1934;10.58115;57.51164
3617;Codium fragile subsp. fragile;Silva 1957;Aspond;1950;10.5873;59.72322
3621;Codium fragile subsp. fragile;Silva 1957;Fjellerup_drift;1937;10.59942;56.5201
3622;Codium fragile subsp. fragile;Silva 1957;Between Kolpen and Hisholmene;1929;10.60011;57.48995
3624;Codium fragile subsp. fragile;Lund 1940;Hisholmene;1940;10.6054;57.49148
3636;Codium fragile subsp. fragile;Silva 1957;Nessoden;1950;10.63056;59.82743
3674;Codium fragile subsp. fragile;Silva 1957;Vikna;1949;10.89525;64.85597
3677;Codium fragile subsp. fragile;Silva 1957;Borgund;1949;10.91767;64.96609
3706;Codium fragile subsp. fragile;Silva 1957;Vaderoarna;1935;11.20094;58.66526
3710;Codium fragile subsp. fragile;Silva 1957;Lango;1938;11.29122;58.61321
3715;Codium fragile subsp. fragile;Silva 1957;Kristineberg;1932;11.51009;58.0729
3735;Codium fragile subsp. fragile;Silva 1957;Lynaes;1943;11.85454;55.94861
3753;Codium fragile subsp. fragile;Silva 1957;Cliff of Klintebakke_drift;1947;11.95093;55.95494
3764;Codium fragile subsp. fragile;K. F�gri & E. Moss;R�st;1952;12.08805;67.51427
3817;Codium fragile subsp. fragile;Sfriso 1987;Lido of Venice;1984;12.317;45.35454
3820;Codium fragile subsp. fragile;Sfriso 1987;Lido of Venice;1984;12.3182;45.33932
3831;Codium fragile subsp. fragile;Sfriso 1987;Lido of Venice;1984;12.33144;45.36976
3835;Codium fragile subsp. fragile;Sfriso 1987;Lido of Venice;1981;12.33625;45.33424
3836;Codium fragile subsp. fragile;Sfriso 1987;Lido of Venice;1984;12.33625;45.33424
3838;Codium fragile subsp. fragile;Sfriso 1987;Lido of Venice;1984;12.33866;45.34016
3841;Codium fragile subsp. fragile;Sfriso 1987;Lido of Venice;1984;12.34347;45.39089
3843;Codium fragile subsp. fragile;Sfriso 1987;Lido of Venice;1984;12.34468;45.33593
3845;Codium fragile subsp. fragile;Sfriso 1987;Lido of Venice;1984;12.34708;45.36891
3849;Codium fragile subsp. fragile;Sfriso 1987;Lido of Venice;1984;12.35912;45.39005
3851;Codium fragile subsp. fragile;Silva 1957;Lovunden;1949;12.36684;66.37202
3852;Codium fragile subsp. fragile;Sfriso 1987;Lido of Venice;1984;12.40124;45.43313
3853;Codium fragile subsp. fragile;Sfriso 1987;Lido of Venice;1984;12.41327;45.41962
3855;Codium fragile subsp. fragile;Sfriso 1987;Lido of Venice;1984;12.41808;45.42131
3856;Codium fragile subsp. fragile;Sfriso 1987;Lido of Venice;1984;12.42169;45.41708
3892;Codium fragile subsp. fragile;Nizamuddin 1991;Tripoli;1984;13.13877;32.92147
3921;Codium fragile subsp. fragile;Bressan 1988;Golfo di Trieste;1988;13.69205;45.68866
3986;Codium fragile subsp. fragile;Bernt-Gunnar �sterkl�ft;L�psvika;2013;14.475378;67.323769
4082;Codium fragile subsp. fragile;Cormaci et al 1979;Augusta;1979;15.23786;37.23283
4087;Codium fragile subsp. fragile;T.E. Lein;Lofoten;1993;15.26863333;68.84195
4091;Codium fragile subsp. fragile;T.E. Lein;Lofoten;1993;15.27235;68.98671667
4094;Codium fragile subsp. fragile;T.E. Lein;Lofoten;1993;15.29301667;68.87636667
4125;Codium fragile subsp. fragile;Giaccone Rizzi Longo 1976;Strait of Messina;1974;15.6235;38.24975
4128;Codium fragile subsp. fragile;Furnari 1974;Lago di Ganzirri_Capo Peloro;1974;15.64095;38.26821
4158;Codium fragile subsp. fragile;O Stillander;Sandvika, Rebbenes�y;1969;18.68029;70.01539
4849;Codium fragile subsp. fragile;Petrocelli et al 2013;Mar Piccolo di Taranto;2002;17.229016;40.480346
4850;Codium fragile subsp. fragile;Petrocelli et al 2013;Mar Piccolo di Taranto;2012;17.229016;40.480346
4926;Codium fragile subsp. fragile;Invernon et al 2012;Isla Canela, Ayamonte UTM 29S 644 4115;2007;-7.378021;37.170334
187;Dasysiphonia japonica;Balcock data;Killary_Harbour;2006;-9.8746;53.62972
207;Dasysiphonia japonica;Mineur_data;Flannery_Bridge;2006;-9.70011;53.35892
456;Dasysiphonia japonica;Barbara et al 2003;Isla de Rua _ Ria de Arousa;1995;-8.93552;42.54616
481;Dasysiphonia japonica;Barbara et al 2003;A Pobra de Caraminal _ Ria de Arousa;1997;-8.91768;42.59414
483;Dasysiphonia japonica;Barbara et al 2004;Punta Seca lighthouse;1997;-8.91598;42.54928
486;Dasysiphonia japonica;Barbara et al 2003;Faro de Pedra Seca _ Ria de Arousa;1995;-8.91037;42.56307
487;Dasysiphonia japonica;Barbara et al 2003;Faro de Pedra Seca _ Ria de Arousa;1996;-8.91037;42.56398
488;Dasysiphonia japonica;Barbara et al 2003;Faro de Pedra Seca _ Ria de Arousa;1997;-8.91037;42.56398
557;Dasysiphonia japonica;Barbara et al 2003;Illa de Arousa;1997;-8.85563;42.5666
588;Dasysiphonia japonica;Barbara et al 2003;Tragove _ ria de Arousa;1997;-8.81468;42.51545
656;Dasysiphonia japonica;Barbara et al 2003;Puerto de Vigo;1997;-8.72343;42.24405
657;Dasysiphonia japonica;Barbara et al 2003;Puerto de Vigo;1994;-8.72225;42.24287
658;Dasysiphonia japonica;Barbara et al 2003;Puerto de Vigo;1995;-8.72048;42.24228
716;Dasysiphonia japonica;Barbara et al 2003;Arteixo;1998;-8.45678;43.36083
726;Dasysiphonia japonica;Barbara et al 2003;Puerto Deportivo _ A Coruna;1997;-8.39099;43.37032
